#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0048522	Positive regulation of cellular process	44	5584	0.39	6.05e-09	9606.ENSP00000162749,9606.ENSP00000233154,9606.ENSP00000252483,9606.ENSP00000263923,9606.ENSP00000264896,9606.ENSP00000293328,9606.ENSP00000293379,9606.ENSP00000296795,9606.ENSP00000308782,9606.ENSP00000313391,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000320509,9606.ENSP00000324856,9606.ENSP00000339328,9606.ENSP00000346300,9606.ENSP00000347591,9606.ENSP00000352264,9606.ENSP00000356436,9606.ENSP00000360181,9606.ENSP00000360683,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000365458,9606.ENSP00000376024,9606.ENSP00000376367,9606.ENSP00000378845,9606.ENSP00000379350,9606.ENSP00000379721,9606.ENSP00000384364,9606.ENSP00000386896,9606.ENSP00000389377,9606.ENSP00000393847,9606.ENSP00000401980,9606.ENSP00000428924,9606.ENSP00000432472,9606.ENSP00000436607,9606.ENSP00000442600,9606.ENSP00000447730,9606.ENSP00000453302,9606.ENSP00000462468,9606.ENSP00000482169,9606.ENSP00000483825,9606.ENSP00000496959	TNFRSF1A,NCK2,NECTIN2,KDR,SCARB2,STAT5B,ITGA5,TLR3,GP6,DAB2,MET,HCLS1,BANK1,STK11,PLAUR,CRKL,GFRA1,CD2AP,PLA2G4A,SH2D1A,PTPN1,ABL1,SRC,HNRNPK,SNX9,WASF1,LAT,ITGB1,USP8,NPY,ITGA6,NFATC1,PLA2G10,MAVS,LYN,BRK1,ADM,DAG1,CD63,ADAM8,YES1,NEFL,IKBKG,ITGAM
GO:0080134	Regulation of response to stress	23	1373	0.72	8.35e-09	9606.ENSP00000162749,9606.ENSP00000222005,9606.ENSP00000233154,9606.ENSP00000252483,9606.ENSP00000254322,9606.ENSP00000293328,9606.ENSP00000296795,9606.ENSP00000303507,9606.ENSP00000317272,9606.ENSP00000339328,9606.ENSP00000345492,9606.ENSP00000360181,9606.ENSP00000360683,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000365458,9606.ENSP00000379350,9606.ENSP00000384364,9606.ENSP00000393847,9606.ENSP00000401980,9606.ENSP00000428924,9606.ENSP00000453302,9606.ENSP00000462468	TNFRSF1A,CDC37,NCK2,NECTIN2,DNAJB1,STAT5B,TLR3,BCR,MET,PLAUR,SH2B3,SH2D1A,PTPN1,ABL1,SRC,HNRNPK,ITGB1,NPY,PLA2G10,MAVS,LYN,ADAM8,YES1
GO:0007160	Cell-matrix adhesion	10	136	1.36	1.45e-08	9606.ENSP00000293379,9606.ENSP00000303507,9606.ENSP00000327290,9606.ENSP00000349436,9606.ENSP00000362680,9606.ENSP00000379350,9606.ENSP00000386896,9606.ENSP00000442600,9606.ENSP00000447730,9606.ENSP00000496959	ITGA5,BCR,ITGA11,ADAM15,SRC,ITGB1,ITGA6,DAG1,CD63,ITGAM
GO:0045785	Positive regulation of cell adhesion	15	485	0.99	1.58e-08	9606.ENSP00000233154,9606.ENSP00000263923,9606.ENSP00000293328,9606.ENSP00000293379,9606.ENSP00000308782,9606.ENSP00000313391,9606.ENSP00000339328,9606.ENSP00000346300,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000384364,9606.ENSP00000428924,9606.ENSP00000442600,9606.ENSP00000453302,9606.ENSP00000462468	NCK2,KDR,STAT5B,ITGA5,GP6,DAB2,PLAUR,CRKL,ABL1,SRC,NPY,LYN,DAG1,ADAM8,YES1
GO:0031589	Cell-substrate adhesion	11	195	1.25	1.96e-08	9606.ENSP00000293379,9606.ENSP00000303507,9606.ENSP00000327290,9606.ENSP00000349436,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000379350,9606.ENSP00000386896,9606.ENSP00000442600,9606.ENSP00000447730,9606.ENSP00000496959	ITGA5,BCR,ITGA11,ADAM15,ABL1,SRC,ITGB1,ITGA6,DAG1,CD63,ITGAM
GO:0050730	Regulation of peptidyl-tyrosine phosphorylation	12	259	1.16	2.05e-08	9606.ENSP00000162749,9606.ENSP00000233154,9606.ENSP00000293379,9606.ENSP00000320176,9606.ENSP00000320509,9606.ENSP00000345492,9606.ENSP00000347591,9606.ENSP00000360683,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000428924,9606.ENSP00000462468	TNFRSF1A,NCK2,ITGA5,HCLS1,BANK1,SH2B3,GFRA1,PTPN1,ABL1,SRC,LYN,YES1
GO:0050778	Positive regulation of immune response	15	502	0.97	2.33e-08	9606.ENSP00000252483,9606.ENSP00000293328,9606.ENSP00000320509,9606.ENSP00000324856,9606.ENSP00000346300,9606.ENSP00000356436,9606.ENSP00000360181,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000401980,9606.ENSP00000428924,9606.ENSP00000453302,9606.ENSP00000462468,9606.ENSP00000483825,9606.ENSP00000496959	NECTIN2,STAT5B,BANK1,STK11,CRKL,PLA2G4A,SH2D1A,ABL1,SRC,MAVS,LYN,ADAM8,YES1,IKBKG,ITGAM
GO:0007229	Integrin-mediated signaling pathway	9	100	1.45	2.44e-08	9606.ENSP00000293379,9606.ENSP00000327290,9606.ENSP00000349436,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000378845,9606.ENSP00000379350,9606.ENSP00000386896,9606.ENSP00000496959	ITGA5,ITGA11,ADAM15,ABL1,SRC,LAT,ITGB1,ITGA6,ITGAM
GO:0048519	Negative regulation of biological process	42	5313	0.39	2.44e-08	9606.ENSP00000001008,9606.ENSP00000005587,9606.ENSP00000162749,9606.ENSP00000233154,9606.ENSP00000254322,9606.ENSP00000263923,9606.ENSP00000293328,9606.ENSP00000293379,9606.ENSP00000296795,9606.ENSP00000298229,9606.ENSP00000303507,9606.ENSP00000313391,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000320509,9606.ENSP00000324856,9606.ENSP00000339328,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000349436,9606.ENSP00000352264,9606.ENSP00000360181,9606.ENSP00000360683,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000364711,9606.ENSP00000365458,9606.ENSP00000375711,9606.ENSP00000379350,9606.ENSP00000384364,9606.ENSP00000386896,9606.ENSP00000389377,9606.ENSP00000393847,9606.ENSP00000401980,9606.ENSP00000428924,9606.ENSP00000436607,9606.ENSP00000442600,9606.ENSP00000453302,9606.ENSP00000462468,9606.ENSP00000482169,9606.ENSP00000483825,9606.ENSP00000496959	FKBP4,SKAP2,TNFRSF1A,NCK2,DNAJB1,KDR,STAT5B,ITGA5,TLR3,INPPL1,BCR,DAB2,MET,HCLS1,BANK1,STK11,PLAUR,SH2B3,CRKL,ADAM15,CD2AP,SH2D1A,PTPN1,ABL1,SRC,OGN,HNRNPK,AKT1S1,ITGB1,NPY,ITGA6,NFATC1,PLA2G10,MAVS,LYN,ADM,DAG1,ADAM8,YES1,NEFL,IKBKG,ITGAM
GO:0007169	Transmembrane receptor protein tyrosine kinase signaling pathway	14	425	1.01	3.00e-08	9606.ENSP00000233154,9606.ENSP00000263923,9606.ENSP00000276420,9606.ENSP00000293328,9606.ENSP00000317272,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000347591,9606.ENSP00000360683,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000375711,9606.ENSP00000428924,9606.ENSP00000462468	NCK2,KDR,DOK2,STAT5B,MET,SH2B3,CRKL,GFRA1,PTPN1,ABL1,SRC,AKT1S1,LYN,YES1
GO:0048856	Anatomical structure development	41	5117	0.4	3.39e-08	9606.ENSP00000001008,9606.ENSP00000162749,9606.ENSP00000233154,9606.ENSP00000245810,9606.ENSP00000252483,9606.ENSP00000254322,9606.ENSP00000256592,9606.ENSP00000263923,9606.ENSP00000280362,9606.ENSP00000293328,9606.ENSP00000293379,9606.ENSP00000296795,9606.ENSP00000298229,9606.ENSP00000298527,9606.ENSP00000303507,9606.ENSP00000313391,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000324856,9606.ENSP00000327290,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000347591,9606.ENSP00000349436,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000364711,9606.ENSP00000376367,9606.ENSP00000379350,9606.ENSP00000384364,9606.ENSP00000386896,9606.ENSP00000389377,9606.ENSP00000393847,9606.ENSP00000428924,9606.ENSP00000432472,9606.ENSP00000436607,9606.ENSP00000442600,9606.ENSP00000453302,9606.ENSP00000480132,9606.ENSP00000482169,9606.ENSP00000496959	FKBP4,TNFRSF1A,NCK2,PSPN,NECTIN2,DNAJB1,TSHB,KDR,PTS,STAT5B,ITGA5,TLR3,INPPL1,CLEC1B,BCR,DAB2,MET,HCLS1,STK11,ITGA11,SH2B3,CRKL,GFRA1,ADAM15,ABL1,SRC,OGN,WASF1,ITGB1,NPY,ITGA6,NFATC1,PLA2G10,LYN,BRK1,ADM,DAG1,ADAM8,NCAM1,NEFL,ITGAM
GO:0010941	Regulation of cell death	24	1651	0.66	3.49e-08	9606.ENSP00000162749,9606.ENSP00000233154,9606.ENSP00000263923,9606.ENSP00000293328,9606.ENSP00000293379,9606.ENSP00000296795,9606.ENSP00000313391,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000339328,9606.ENSP00000360683,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000365458,9606.ENSP00000375711,9606.ENSP00000379350,9606.ENSP00000384364,9606.ENSP00000386896,9606.ENSP00000428924,9606.ENSP00000436607,9606.ENSP00000453302,9606.ENSP00000482169,9606.ENSP00000483825,9606.ENSP00000496959	TNFRSF1A,NCK2,KDR,STAT5B,ITGA5,TLR3,DAB2,MET,HCLS1,PLAUR,PTPN1,ABL1,SRC,HNRNPK,AKT1S1,ITGB1,NPY,ITGA6,LYN,ADM,ADAM8,NEFL,IKBKG,ITGAM
GO:0032502	Developmental process	43	5657	0.38	3.50e-08	9606.ENSP00000001008,9606.ENSP00000162749,9606.ENSP00000233154,9606.ENSP00000245810,9606.ENSP00000252483,9606.ENSP00000254322,9606.ENSP00000256592,9606.ENSP00000263923,9606.ENSP00000280362,9606.ENSP00000293328,9606.ENSP00000293379,9606.ENSP00000296795,9606.ENSP00000298229,9606.ENSP00000298527,9606.ENSP00000303507,9606.ENSP00000313391,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000324856,9606.ENSP00000327290,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000347591,9606.ENSP00000349436,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000364711,9606.ENSP00000376367,9606.ENSP00000379350,9606.ENSP00000384364,9606.ENSP00000386896,9606.ENSP00000389377,9606.ENSP00000393847,9606.ENSP00000428924,9606.ENSP00000432472,9606.ENSP00000436607,9606.ENSP00000442600,9606.ENSP00000447730,9606.ENSP00000453302,9606.ENSP00000462468,9606.ENSP00000480132,9606.ENSP00000482169,9606.ENSP00000496959	FKBP4,TNFRSF1A,NCK2,PSPN,NECTIN2,DNAJB1,TSHB,KDR,PTS,STAT5B,ITGA5,TLR3,INPPL1,CLEC1B,BCR,DAB2,MET,HCLS1,STK11,ITGA11,SH2B3,CRKL,GFRA1,ADAM15,ABL1,SRC,OGN,WASF1,ITGB1,NPY,ITGA6,NFATC1,PLA2G10,LYN,BRK1,ADM,DAG1,CD63,ADAM8,YES1,NCAM1,NEFL,ITGAM
GO:0048518	Positive regulation of biological process	45	6207	0.36	3.50e-08	9606.ENSP00000162749,9606.ENSP00000233154,9606.ENSP00000252483,9606.ENSP00000263923,9606.ENSP00000264896,9606.ENSP00000293328,9606.ENSP00000293379,9606.ENSP00000296795,9606.ENSP00000303507,9606.ENSP00000308782,9606.ENSP00000313391,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000320509,9606.ENSP00000324856,9606.ENSP00000339328,9606.ENSP00000346300,9606.ENSP00000347591,9606.ENSP00000352264,9606.ENSP00000356436,9606.ENSP00000360181,9606.ENSP00000360683,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000365458,9606.ENSP00000376024,9606.ENSP00000376367,9606.ENSP00000378845,9606.ENSP00000379350,9606.ENSP00000379721,9606.ENSP00000384364,9606.ENSP00000386896,9606.ENSP00000389377,9606.ENSP00000393847,9606.ENSP00000401980,9606.ENSP00000428924,9606.ENSP00000432472,9606.ENSP00000436607,9606.ENSP00000442600,9606.ENSP00000447730,9606.ENSP00000453302,9606.ENSP00000462468,9606.ENSP00000482169,9606.ENSP00000483825,9606.ENSP00000496959	TNFRSF1A,NCK2,NECTIN2,KDR,SCARB2,STAT5B,ITGA5,TLR3,BCR,GP6,DAB2,MET,HCLS1,BANK1,STK11,PLAUR,CRKL,GFRA1,CD2AP,PLA2G4A,SH2D1A,PTPN1,ABL1,SRC,HNRNPK,SNX9,WASF1,LAT,ITGB1,USP8,NPY,ITGA6,NFATC1,PLA2G10,MAVS,LYN,BRK1,ADM,DAG1,CD63,ADAM8,YES1,NEFL,IKBKG,ITGAM
GO:0010033	Response to organic substance	30	2692	0.54	3.51e-08	9606.ENSP00000001008,9606.ENSP00000162749,9606.ENSP00000254322,9606.ENSP00000256592,9606.ENSP00000263923,9606.ENSP00000293328,9606.ENSP00000296795,9606.ENSP00000298229,9606.ENSP00000303507,9606.ENSP00000313391,9606.ENSP00000320176,9606.ENSP00000324856,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000347591,9606.ENSP00000349436,9606.ENSP00000360683,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000375711,9606.ENSP00000376367,9606.ENSP00000379350,9606.ENSP00000379721,9606.ENSP00000393847,9606.ENSP00000401980,9606.ENSP00000428924,9606.ENSP00000436607,9606.ENSP00000442600,9606.ENSP00000462468,9606.ENSP00000482169	FKBP4,TNFRSF1A,DNAJB1,TSHB,KDR,STAT5B,TLR3,INPPL1,BCR,DAB2,HCLS1,STK11,SH2B3,CRKL,GFRA1,ADAM15,PTPN1,ABL1,SRC,AKT1S1,WASF1,ITGB1,USP8,PLA2G10,MAVS,LYN,ADM,DAG1,YES1,NEFL
GO:0032101	Regulation of response to external stimulus	19	964	0.79	3.64e-08	9606.ENSP00000162749,9606.ENSP00000222005,9606.ENSP00000252483,9606.ENSP00000263923,9606.ENSP00000293328,9606.ENSP00000296795,9606.ENSP00000303507,9606.ENSP00000317272,9606.ENSP00000339328,9606.ENSP00000345492,9606.ENSP00000360181,9606.ENSP00000360683,9606.ENSP00000362680,9606.ENSP00000384364,9606.ENSP00000393847,9606.ENSP00000401980,9606.ENSP00000428924,9606.ENSP00000453302,9606.ENSP00000462468	TNFRSF1A,CDC37,NECTIN2,KDR,STAT5B,TLR3,BCR,MET,PLAUR,SH2B3,SH2D1A,PTPN1,SRC,NPY,PLA2G10,MAVS,LYN,ADAM8,YES1
GO:0051247	Positive regulation of protein metabolic process	23	1512	0.68	3.69e-08	9606.ENSP00000162749,9606.ENSP00000233154,9606.ENSP00000263923,9606.ENSP00000293379,9606.ENSP00000296795,9606.ENSP00000313391,9606.ENSP00000320176,9606.ENSP00000320509,9606.ENSP00000324856,9606.ENSP00000339328,9606.ENSP00000346300,9606.ENSP00000347591,9606.ENSP00000360683,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000376024,9606.ENSP00000378845,9606.ENSP00000393847,9606.ENSP00000401980,9606.ENSP00000428924,9606.ENSP00000442600,9606.ENSP00000453302,9606.ENSP00000462468	TNFRSF1A,NCK2,KDR,ITGA5,TLR3,DAB2,HCLS1,BANK1,STK11,PLAUR,CRKL,GFRA1,PTPN1,ABL1,SRC,SNX9,LAT,PLA2G10,MAVS,LYN,DAG1,ADAM8,YES1
GO:0007275	Multicellular organism development	37	4209	0.44	4.58e-08	9606.ENSP00000001008,9606.ENSP00000162749,9606.ENSP00000233154,9606.ENSP00000245810,9606.ENSP00000254322,9606.ENSP00000263923,9606.ENSP00000280362,9606.ENSP00000293328,9606.ENSP00000293379,9606.ENSP00000296795,9606.ENSP00000298229,9606.ENSP00000298527,9606.ENSP00000303507,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000324856,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000347591,9606.ENSP00000349436,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000364711,9606.ENSP00000376367,9606.ENSP00000379350,9606.ENSP00000384364,9606.ENSP00000386896,9606.ENSP00000389377,9606.ENSP00000393847,9606.ENSP00000428924,9606.ENSP00000432472,9606.ENSP00000436607,9606.ENSP00000442600,9606.ENSP00000453302,9606.ENSP00000480132,9606.ENSP00000482169,9606.ENSP00000496959	FKBP4,TNFRSF1A,NCK2,PSPN,DNAJB1,KDR,PTS,STAT5B,ITGA5,TLR3,INPPL1,CLEC1B,BCR,MET,HCLS1,STK11,SH2B3,CRKL,GFRA1,ADAM15,ABL1,SRC,OGN,WASF1,ITGB1,NPY,ITGA6,NFATC1,PLA2G10,LYN,BRK1,ADM,DAG1,ADAM8,NCAM1,NEFL,ITGAM
GO:0002684	Positive regulation of immune system process	18	874	0.81	5.84e-08	9606.ENSP00000233154,9606.ENSP00000252483,9606.ENSP00000293328,9606.ENSP00000296795,9606.ENSP00000320176,9606.ENSP00000320509,9606.ENSP00000324856,9606.ENSP00000346300,9606.ENSP00000356436,9606.ENSP00000360181,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000401980,9606.ENSP00000428924,9606.ENSP00000453302,9606.ENSP00000462468,9606.ENSP00000483825,9606.ENSP00000496959	NCK2,NECTIN2,STAT5B,TLR3,HCLS1,BANK1,STK11,CRKL,PLA2G4A,SH2D1A,ABL1,SRC,MAVS,LYN,ADAM8,YES1,IKBKG,ITGAM
GO:0048523	Negative regulation of cellular process	39	4736	0.41	6.07e-08	9606.ENSP00000001008,9606.ENSP00000005587,9606.ENSP00000162749,9606.ENSP00000233154,9606.ENSP00000254322,9606.ENSP00000263923,9606.ENSP00000293328,9606.ENSP00000293379,9606.ENSP00000296795,9606.ENSP00000298229,9606.ENSP00000303507,9606.ENSP00000313391,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000320509,9606.ENSP00000324856,9606.ENSP00000339328,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000349436,9606.ENSP00000352264,9606.ENSP00000360181,9606.ENSP00000360683,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000364711,9606.ENSP00000365458,9606.ENSP00000375711,9606.ENSP00000379350,9606.ENSP00000384364,9606.ENSP00000386896,9606.ENSP00000389377,9606.ENSP00000428924,9606.ENSP00000436607,9606.ENSP00000442600,9606.ENSP00000453302,9606.ENSP00000482169,9606.ENSP00000483825,9606.ENSP00000496959	FKBP4,SKAP2,TNFRSF1A,NCK2,DNAJB1,KDR,STAT5B,ITGA5,TLR3,INPPL1,BCR,DAB2,MET,HCLS1,BANK1,STK11,PLAUR,SH2B3,CRKL,ADAM15,CD2AP,SH2D1A,PTPN1,ABL1,SRC,OGN,HNRNPK,AKT1S1,ITGB1,NPY,ITGA6,NFATC1,LYN,ADM,DAG1,ADAM8,NEFL,IKBKG,ITGAM
GO:0050865	Regulation of cell activation	16	658	0.88	6.72e-08	9606.ENSP00000233154,9606.ENSP00000252483,9606.ENSP00000293328,9606.ENSP00000303507,9606.ENSP00000308782,9606.ENSP00000320509,9606.ENSP00000345492,9606.ENSP00000356436,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000378845,9606.ENSP00000393847,9606.ENSP00000428924,9606.ENSP00000453302,9606.ENSP00000462468,9606.ENSP00000496959	NCK2,NECTIN2,STAT5B,BCR,GP6,BANK1,SH2B3,PLA2G4A,ABL1,SRC,LAT,PLA2G10,LYN,ADAM8,YES1,ITGAM
GO:0043549	Regulation of kinase activity	17	778	0.83	8.12e-08	9606.ENSP00000222005,9606.ENSP00000233154,9606.ENSP00000263923,9606.ENSP00000296795,9606.ENSP00000313391,9606.ENSP00000317272,9606.ENSP00000324856,9606.ENSP00000345492,9606.ENSP00000360683,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000375711,9606.ENSP00000376024,9606.ENSP00000378845,9606.ENSP00000428924,9606.ENSP00000442600,9606.ENSP00000453302	CDC37,NCK2,KDR,TLR3,DAB2,MET,STK11,SH2B3,PTPN1,ABL1,SRC,AKT1S1,SNX9,LAT,LYN,DAG1,ADAM8
GO:0044093	Positive regulation of molecular function	23	1587	0.66	8.33e-08	9606.ENSP00000254322,9606.ENSP00000263923,9606.ENSP00000296795,9606.ENSP00000303507,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000324856,9606.ENSP00000339328,9606.ENSP00000346300,9606.ENSP00000360683,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000365458,9606.ENSP00000376024,9606.ENSP00000378845,9606.ENSP00000379350,9606.ENSP00000386896,9606.ENSP00000401980,9606.ENSP00000428924,9606.ENSP00000442600,9606.ENSP00000453302,9606.ENSP00000483825,9606.ENSP00000496959	DNAJB1,KDR,TLR3,BCR,MET,HCLS1,STK11,PLAUR,CRKL,PTPN1,ABL1,SRC,HNRNPK,SNX9,LAT,ITGB1,ITGA6,MAVS,LYN,DAG1,ADAM8,IKBKG,ITGAM
GO:0016477	Cell migration	18	903	0.79	8.80e-08	9606.ENSP00000233154,9606.ENSP00000263923,9606.ENSP00000293328,9606.ENSP00000293379,9606.ENSP00000303507,9606.ENSP00000317272,9606.ENSP00000327290,9606.ENSP00000346300,9606.ENSP00000347591,9606.ENSP00000352264,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000379350,9606.ENSP00000386896,9606.ENSP00000428924,9606.ENSP00000447730,9606.ENSP00000453302,9606.ENSP00000462468	NCK2,KDR,STAT5B,ITGA5,BCR,MET,ITGA11,CRKL,GFRA1,CD2AP,ABL1,SRC,ITGB1,ITGA6,LYN,CD63,ADAM8,YES1
GO:0030155	Regulation of cell adhesion	17	784	0.83	8.80e-08	9606.ENSP00000233154,9606.ENSP00000263923,9606.ENSP00000293328,9606.ENSP00000293379,9606.ENSP00000308782,9606.ENSP00000313391,9606.ENSP00000339328,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000349436,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000384364,9606.ENSP00000428924,9606.ENSP00000442600,9606.ENSP00000453302,9606.ENSP00000462468	NCK2,KDR,STAT5B,ITGA5,GP6,DAB2,PLAUR,SH2B3,CRKL,ADAM15,ABL1,SRC,NPY,LYN,DAG1,ADAM8,YES1
GO:0048731	System development	35	3867	0.45	8.83e-08	9606.ENSP00000001008,9606.ENSP00000162749,9606.ENSP00000233154,9606.ENSP00000245810,9606.ENSP00000254322,9606.ENSP00000263923,9606.ENSP00000280362,9606.ENSP00000293328,9606.ENSP00000293379,9606.ENSP00000296795,9606.ENSP00000298229,9606.ENSP00000298527,9606.ENSP00000303507,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000324856,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000347591,9606.ENSP00000349436,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000364711,9606.ENSP00000376367,9606.ENSP00000379350,9606.ENSP00000384364,9606.ENSP00000389377,9606.ENSP00000393847,9606.ENSP00000428924,9606.ENSP00000436607,9606.ENSP00000442600,9606.ENSP00000453302,9606.ENSP00000480132,9606.ENSP00000482169,9606.ENSP00000496959	FKBP4,TNFRSF1A,NCK2,PSPN,DNAJB1,KDR,PTS,STAT5B,ITGA5,TLR3,INPPL1,CLEC1B,BCR,MET,HCLS1,STK11,SH2B3,CRKL,GFRA1,ADAM15,ABL1,SRC,OGN,WASF1,ITGB1,NPY,NFATC1,PLA2G10,LYN,ADM,DAG1,ADAM8,NCAM1,NEFL,ITGAM
GO:0051130	Positive regulation of cellular component organization	19	1049	0.75	1.18e-07	9606.ENSP00000233154,9606.ENSP00000263923,9606.ENSP00000264896,9606.ENSP00000313391,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000324856,9606.ENSP00000339328,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000365458,9606.ENSP00000376024,9606.ENSP00000376367,9606.ENSP00000386896,9606.ENSP00000428924,9606.ENSP00000432472,9606.ENSP00000442600,9606.ENSP00000447730,9606.ENSP00000482169	NCK2,KDR,SCARB2,DAB2,MET,HCLS1,STK11,PLAUR,ABL1,SRC,HNRNPK,SNX9,WASF1,ITGA6,LYN,BRK1,DAG1,CD63,NEFL
GO:0001775	Cell activation	16	693	0.86	1.25e-07	9606.ENSP00000005587,9606.ENSP00000233154,9606.ENSP00000293328,9606.ENSP00000296795,9606.ENSP00000303507,9606.ENSP00000308782,9606.ENSP00000320509,9606.ENSP00000324856,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000378845,9606.ENSP00000379350,9606.ENSP00000384364,9606.ENSP00000393847,9606.ENSP00000428924,9606.ENSP00000496959	SKAP2,NCK2,STAT5B,TLR3,BCR,GP6,BANK1,STK11,ABL1,SRC,LAT,ITGB1,NPY,PLA2G10,LYN,ITGAM
GO:0048870	Cell motility	19	1061	0.75	1.38e-07	9606.ENSP00000233154,9606.ENSP00000263923,9606.ENSP00000293328,9606.ENSP00000293379,9606.ENSP00000303507,9606.ENSP00000317272,9606.ENSP00000327290,9606.ENSP00000346300,9606.ENSP00000347591,9606.ENSP00000352264,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000379350,9606.ENSP00000386896,9606.ENSP00000428924,9606.ENSP00000432472,9606.ENSP00000447730,9606.ENSP00000453302,9606.ENSP00000462468	NCK2,KDR,STAT5B,ITGA5,BCR,MET,ITGA11,CRKL,GFRA1,CD2AP,ABL1,SRC,ITGB1,ITGA6,LYN,BRK1,CD63,ADAM8,YES1
GO:0065009	Regulation of molecular function	31	3085	0.5	1.44e-07	9606.ENSP00000222005,9606.ENSP00000233154,9606.ENSP00000254322,9606.ENSP00000263923,9606.ENSP00000264896,9606.ENSP00000296795,9606.ENSP00000303507,9606.ENSP00000313391,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000324856,9606.ENSP00000339328,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000349436,9606.ENSP00000360683,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000365458,9606.ENSP00000375711,9606.ENSP00000376024,9606.ENSP00000378845,9606.ENSP00000379350,9606.ENSP00000386896,9606.ENSP00000393847,9606.ENSP00000401980,9606.ENSP00000428924,9606.ENSP00000442600,9606.ENSP00000453302,9606.ENSP00000483825,9606.ENSP00000496959	CDC37,NCK2,DNAJB1,KDR,SCARB2,TLR3,BCR,DAB2,MET,HCLS1,STK11,PLAUR,SH2B3,CRKL,ADAM15,PTPN1,ABL1,SRC,HNRNPK,AKT1S1,SNX9,LAT,ITGB1,ITGA6,PLA2G10,MAVS,LYN,DAG1,ADAM8,IKBKG,ITGAM
